INSTITUICAO_ENSINO_ALUNO_2020,NOME,IDADE_ALUNO_2020,ANOS_PM_2020,FASE_TURMA_2020,PONTO_VIRADA_2020,INDE_2020,INDE_CONCEITO_2020,PEDRA_2020,DESTAQUE_IEG_2020,DESTAQUE_IDA_2020,DESTAQUE_IPV_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020
Escola Pública,ALUNO-146,9,2,1C,Não,6385835333333330,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10000020000000000,2024-02-07 00:00:00,2024-05-07 00:00:00,0,7291666666666660,7333333333333330,10
Escola Pública,ALUNO-147,13,1,2C,Não,5934724000000000,D,Quartzo,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9000020000000000,8,2024-05-07 00:00:00,0,7291666666666660,7277776666666660,5
Escola Pública,ALUNO-149,16,1,6B,Não,7131667,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,2024-05-07 00:00:00,2024-07-08 00:00:00,5625,3,8125,8333335,10
Escola Pública,ALUNO-151,11,1,1R,Não,8238891333333330,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9500020000000000,2024-05-09 00:00:00,2024-05-07 00:00:00,2024-05-07 00:00:00,9166666666666660,8611113333333330,5
Rede Decisão/União,ALUNO-152,11,1,3B,Não,7963542166666660,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,624999,9,2024-05-07 00:00:00,6333333333333330,796875,86250075,10
Rede Decisão/União,ALUNO-153,13,3,4F,Sim,8167711833333330,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10000020000000000,9,2024-05-07 00:00:00,4666666666666660,859375,9125007499999990,10
Escola Pública,ALUNO-154,10,1,1M,Não,58845849999999904,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8500020000000000,2024-01-07 00:00:00,2024-05-07 00:00:00,0,8125-07-01 00:00:00,7916665,5
Rede Decisão/União,ALUNO-156,12,2,2J,Não,71105566666666600,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,79166799999999904,2024-09-08 00:00:00,2024-05-07 00:00:00,5,6666666666666660,811111,5
Escola Pública,ALUNO-157,10,1,1H,Não,7177224000000000,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9500020000000000,2024-04-06 00:00:00,2024-05-07 00:00:00,6.75,7916666666666660,7777776666666660,5
Escola Pública,ALUNO-158,14,2,3E,Não,6064722,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,916668,2024-09-05 00:00:00,3.75,5,7708333333333330,6611103333333330,5
Escola Pública,ALUNO-160,10,2,1H,Não,4478057333333330,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8000020000000000,2024-03-02 00:00:00,5,0,7291666666666660,7444443333333330,5
Estácio,ALUNO-161,18,4,8A,,8891667,B,Ametista,Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,,791667,10,2024-05-07 00:00:00,9,0,0,10
Escola Pública,ALUNO-162,10,2,1B,Não,7953752000000000,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8500020000000000,2024-08-08 00:00:00,2024-05-07 00:00:00,2024-05-08 00:00:00,4375-08-01 00:00:00,7.75,5
Escola Pública,ALUNO-163,12,3,1G,Não,6440002,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,750002,2024-02-08 00:00:00,5,6.25,2024-05-02 00:00:00,7.75,5
Escola Pública,ALUNO-164,10,1,1D,Não,7708752,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9500020000000000,2024-07-08 00:00:00,2024-05-07 00:00:00,2024-05-07 00:00:00,7.1875,7.75,5
Escola Pública,ALUNO-165,11,1,0G,Não,8431252,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9000020000000000,10,2024-05-07 00:00:00,10,8125-07-01 00:00:00,2024-05-07 00:00:00,5
Escola Pública,ALUNO-168,11,1,1J,Não,8082224,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,10000020000000000,2024-08-08 00:00:00,2024-05-07 00:00:00,2024-05-08 00:00:00,2024-05-07 00:00:00,811111,5
Escola Pública,ALUNO-169,8,0,0E,Não,7800001000000000,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9000020000000000,10,5,10,2024-05-02 00:00:00,5749995,10
Escola Pública,ALUNO-173,16,4,5G,Não,37383341666666600,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,791667,0.9,3125,28333333333333300,5625,41250025,5
Einstein,ALUNO-174,15,3,5X,,7921668,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,916668,10,5625,2024-02-07 00:00:00,0,0,10
Escola Pública,ALUNO-183,11,2,0E,Não,7862503,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9000020000000000,10,8125,10,2024-05-02 00:00:00,7000005,5
Escola Pública,ALUNO-184,9,2,1H,Não,8257224,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10000020000000000,2024-03-08 00:00:00,2024-05-07 00:00:00,2024-05-07 00:00:00,7916666666666660,7777776666666660,10
Escola Pública,ALUNO-186,16,0,3J,Não,6314166333333330,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,875001,2024-08-05 00:00:00,2024-05-07 00:00:00,5666666666666660,8125,666666,2024-05-02 00:00:00
Escola Pública,ALUNO-187,10,0,2G,Não,641389,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8500020000000000,8,2024-05-07 00:00:00,0,7916666666666660,7111106666666660,10
Escola Pública,ALUNO-188,13,2,3C,Sim,7744167,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,708333,2024-07-04 00:00:00,2024-05-07 00:00:00,9,8125,866667,10
Escola Pública,ALUNO-189,10,0,1C,Não,72558353333333296,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8000020000000000,2024-03-08 00:00:00,5,8,7291666666666660,7333333333333330,5
Rede Decisão/União,ALUNO-190,17,3,7B,Sim,8733751333333330,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,833334,2024-02-09 00:00:00,6875,7666666666666660,9.0625,9666670000000000,10
Escola Pública,ALUNO-192,11,2,1H,Não,4854723333333330,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,74166799999999904,2024-01-05 00:00:00,5,0,6041666666666660,7444443333333330,5
Escola Pública,ALUNO-193,13,4,3F,Sim,8539168666666660,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10000020000000000,2024-08-09 00:00:00,5,7,8125,9333333333333330,10
Rede Decisão/União,ALUNO-194,17,3,6A,Não,71214596666666600,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,833334,2024-03-08 00:00:00,6875,6333333333333330,765625,704167,5
Escola Pública,ALUNO-197,12,1,3F,Não,8832500666666660,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,833334,2024-06-09 00:00:00,2024-05-07 00:00:00,8666666666666660,8958333333333330,2024-05-08 00:00:00,10
Escola Pública,ALUNO-198,16,3,6A,Não,5518958,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,0,2024-01-06 00:00:00,5625,2024-05-04 00:00:00,578125,6291665,10
Escola Pública,ALUNO-199,14,1,3C,Não,6658610666666660,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,6.25,2024-08-04 00:00:00,2024-05-07 00:00:00,7666666666666660,8125,7388886666666660,5
Escola Pública,ALUNO-200,13,4,4F,Não,7355834833333330,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,791667,2024-08-05 00:00:00,2024-05-07 00:00:00,5666666666666660,8125,85416725,10
Escola Pública,ALUNO-201,14,1,3L,Não,7718541500000000,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,708333,2024-04-09 00:00:00,2024-05-07 00:00:00,8,796875,74166675,5
Escola Pública,ALUNO-202,12,2,2R,Não,37799986666666600,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,0,2024-09-02 00:00:00,6875,0,6458333333333330,6833326666666660,5
Escola Pública,ALUNO-206,16,2,6B,Não,52162495,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,0,2024-03-04 00:00:00,2024-05-07 00:00:00,2,8125-07-01 00:00:00,71249975,10
Escola Pública,ALUNO-208,11,0,2D,Não,78425020000000000,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9000020000000000,2024-04-09 00:00:00,2024-05-07 00:00:00,5,8125,2024-05-07 00:00:00,10
Escola Pública,ALUNO-209,9,1,0H,Sim,9075004,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9500020000000000,10,6.25,10,10,1000001,5
Rede Decisão/União,ALUNO-210,13,3,5B,Não,8213058666666660,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10000020000000000,2024-01-09 00:00:00,2024-05-07 00:00:00,5666666666666660,8541666666666660,8277783333333330,10
Escola Pública,ALUNO-212,8,1,0H,Não,6345836,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,74166799999999904,10,4375,7,2024-05-02 00:00:00,25833399999999900,10
Escola Pública,ALUNO-213,12,2,2P,Não,8081669333333330,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9000020000000000,2024-07-09 00:00:00,5,9,8749999999999990,7833336666666660,5
Escola Pública,ALUNO-215,9,1,1A,Não,8874585000000000,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9500020000000000,2024-03-09 00:00:00,2024-05-07 00:00:00,10,8125-07-01 00:00:00,7666665,10
UNISA,ALUNO-216,18,1,8A,,5960001,D,Quartzo,Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado.,Ponto a melhorar em 2021: As suas notas na Faculdade.,,875001,0,5625,2024-04-07 00:00:00,0,0,10
Escola Pública,ALUNO-217,9,1,1B,Sim,8942503,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8000020000000000,2024-04-09 00:00:00,2024-05-07 00:00:00,2024-05-09 00:00:00,8125,9000005,10
Escola Pública,ALUNO-219,11,1,2M,Não,7832084999999990,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9500020000000000,2024-09-07 00:00:00,8.75,5,4375-08-01 00:00:00,7916665,10
Escola Pública,ALUNO-222,8,1,1F,Não,8478752,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9000020000000000,2024-08-07 00:00:00,2024-05-07 00:00:00,2024-05-09 00:00:00,7.1875,8.25,10
Escola Pública,ALUNO-223,10,1,1E,Não,659278,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9000020000000000,2024-02-05 00:00:00,6875,5,8541666666666660,8055556666666660,5
Escola Pública,ALUNO-225,14,4,4B,Não,8845558333333330,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,958335,2024-07-09 00:00:00,2024-05-07 00:00:00,8333333333333330,8749999999999990,8277783333333330,10
Rede Decisão/União,ALUNO-226,11,2,2G,Não,7849446666666660,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8500020000000000,2024-04-07 00:00:00,5625,2024-05-07 00:00:00,8125,8222223333333330,10
Escola Pública,ALUNO-227,15,0,3L,Não,5981250166666660,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,875001,3,2024-05-07 00:00:00,6333333333333330,8125-07-01 00:00:00,60416625,5
Escola Pública,ALUNO-229,10,1,1H,Não,5890556,D,Quartzo,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,733334,2024-08-07 00:00:00,2024-05-07 00:00:00,0,7916666666666660,7777776666666660,5
Rede Decisão/União,ALUNO-230,14,4,3G,Não,50047223333333296,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,875001,2024-01-06 00:00:00,4375,23333333333333300,5833333333333330,4611106666666660,5
Escola Pública,ALUNO-231,16,1,6C,Não,59597921666666600,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,833334,2024-07-03 00:00:00,5,4333333333333330,703125,65833325,10
