NOME,FASE_2021,TURMA_2021,INSTITUICAO_ENSINO_ALUNO_2021,SINALIZADOR_INGRESSANTE_2021,PEDRA_2021,INDE_2021,IAA_2021,IEG_2021,IPS_2021,IDA_2021,IPP_2021,REC_EQUIPE_1_2021,REC_EQUIPE_2_2021,REC_EQUIPE_3_2021,REC_EQUIPE_4_2021,PONTO_VIRADA_2021,IPV_2021,IAN_2021,NIVEL_IDEAL_2021,DEFASAGEM_2021
ALUNO-156,3.0,J,Rede Decisão,Veterano,Ametista,7981,2024-05-07 00:00:00,2024-08-07 00:00:00,2024-03-06 00:00:00,2024-03-07 00:00:00,2024-03-08 00:00:00,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Não,2024-08-08 00:00:00,10.0,Nível 3 (7o e 8o ano),0.0
ALUNO-158,4.0,F,Escola Pública,Veterano,Ágata,6056,2024-03-08 00:00:00,2024-01-06 00:00:00,2024-09-06 00:00:00,2024-05-04 00:00:00,2024-09-06 00:00:00,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,2024-01-06 00:00:00,5.0,Nível 5 (1o EM),-1.0
ALUNO-159,0.0,O,Escola Pública,Ingressante,Ametista,8025,9.0,10.0,2024-05-07 00:00:00,2024-01-06 00:00:00,2024-01-08 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Sim,2024-03-09 00:00:00,5.0,Nível 1 (4o ano),-1.0
ALUNO-162,1.0,B,Escola Pública,Veterano,Ametista,7531,2024-05-08 00:00:00,10.0,2024-05-07 00:00:00,2024-06-06 00:00:00,2024-05-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,2024-08-06 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-164,2.0,C,Escola Pública,Veterano,Ametista,7125,2024-05-09 00:00:00,2024-08-05 00:00:00,2024-05-07 00:00:00,2024-09-05 00:00:00,2024-05-07 00:00:00,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-07-06 00:00:00,10.0,Nível 2 (5o e 6o ano),0.0
ALUNO-165,1.0,R,Escola Pública,Veterano,Ametista,7579,10.0,2024-05-07 00:00:00,2024-05-07 00:00:00,2024-03-07 00:00:00,2024-03-08 00:00:00,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,2024-07-07 00:00:00,5.0,Nível 3 (7o e 8o ano),-2.0
ALUNO-167,1.0,A,Escola Pública,Ingressante,Ametista,7639,10.0,2024-02-09 00:00:00,2024-05-07 00:00:00,2024-08-05 00:00:00,2024-05-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-03-08 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-168,2.0,R,Escola Pública,Veterano,Quartzo,3524,0.0,2024-07-01 00:00:00,2024-06-05 00:00:00,2024-05-02 00:00:00,2024-05-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-04-04 00:00:00,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-169,0.0,I,Escola Pública,Veterano,Ametista,6898,2024-05-08 00:00:00,10.0,2024-04-04 00:00:00,2024-01-06 00:00:00,2024-03-05 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-08-06 00:00:00,5.0,Nível 1 (4o ano),-1.0
ALUNO-171,3.0,A,Escola Pública,Ingressante,Ametista,8036,2024-08-08 00:00:00,2024-09-08 00:00:00,2024-05-07 00:00:00,2024-05-07 00:00:00,2024-03-08 00:00:00,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não avaliado,Sim,9.0,5.0,Nível 4 (9o ano),-1.0
ALUNO-173,5.0,F,Escola Pública,Veterano,Ágata,6532,2024-06-09 00:00:00,2024-07-06 00:00:00,5.0,2024-09-04 00:00:00,2024-07-07 00:00:00,Mantido na Fase atual,Mantido na Fase + Bolsa,Promovido de Fase,Mantido na Fase atual,Não,2024-05-07 00:00:00,5.0,Nível 7 (3o EM),-2.0
ALUNO-176,2.0,I,Escola Pública,Veterano,Ágata,5674,2024-05-07 00:00:00,2024-03-06 00:00:00,5.0,2024-03-04 00:00:00,2024-07-06 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-07-05 00:00:00,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-177,0.0,L,Escola Pública,Ingressante,Ametista,7196,9.0,2024-03-08 00:00:00,2024-05-07 00:00:00,2024-06-04 00:00:00,2024-09-06 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-03-06 00:00:00,10.0,ALFA  (2o e 3o ano),0.0
ALUNO-184,2.0,I,Escola Pública,Ingressante,Ametista,7896,2024-05-08 00:00:00,2024-02-09 00:00:00,2024-05-07 00:00:00,2024-06-05 00:00:00,2024-05-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.0,10.0,Nível 2 (5o e 6o ano),0.0
ALUNO-185,0.0,M,Escola Pública,Ingressante,Ametista,7906,8.0,10.0,2024-05-07 00:00:00,2024-04-05 00:00:00,2024-02-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-08-07 00:00:00,10.0,ALFA  (2o e 3o ano),0.0
ALUNO-188,3.0,C,Escola Pública,Veterano,Ágata,6435,2024-01-07 00:00:00,2024-08-05 00:00:00,2024-05-07 00:00:00,2024-07-04 00:00:00,2024-01-08 00:00:00,Promovido de Fase,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,Não,2024-08-07 00:00:00,5.0,Nível 4 (9o ano),-1.0
ALUNO-193,3.0,F,Escola Pública,Veterano,Ametista,8215,2024-02-09 00:00:00,10.0,2024-06-05 00:00:00,2024-07-07 00:00:00,2024-09-07 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,Sim,2024-06-09 00:00:00,5.0,Nível 4 (9o ano),-1.0
ALUNO-197,3.0,G,Rede Decisão,Veterano,Ametista,7751,2024-03-08 00:00:00,2024-02-07 00:00:00,2024-05-07 00:00:00,6.0,2024-01-08 00:00:00,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,2024-06-08 00:00:00,10.0,Nível 3 (7o e 8o ano),0.0
ALUNO-200,4.0,F,Escola Pública,Veterano,Quartzo,4788,2024-05-07 00:00:00,2024-07-01 00:00:00,2024-09-06 00:00:00,2024-03-03 00:00:00,2024-07-06 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,2024-05-03 00:00:00,10.0,Nível 4 (9o ano),0.0
ALUNO-201,4.0,L,Escola Pública,Veterano,Ágata,5636,2024-08-05 00:00:00,2024-06-05 00:00:00,0.0,2024-04-06 00:00:00,2024-03-08 00:00:00,Promovido de Fase,Promovido de Fase,Não avaliado,Promovido de Fase,Não,2024-07-06 00:00:00,5.0,Nível 5 (1o EM),-1.0
ALUNO-206,7.0,A,Escola Pública,Veterano,Quartzo,5143,2024-08-08 00:00:00,2024-02-04 00:00:00,0.0,2.0,2024-07-07 00:00:00,Mantido na Fase atual,Promovido de Fase + Bolsa,Não avaliado,Mantido na Fase atual,Não,2024-03-06 00:00:00,10.0,Nível 7 (3o EM),0.0
ALUNO-207,3.0,H,Escola Pública,Ingressante,Quartzo,5504,2024-03-08 00:00:00,2024-09-03 00:00:00,2024-09-06 00:00:00,2024-03-05 00:00:00,2024-05-07 00:00:00,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-04-04 00:00:00,5.0,Nível 4 (9o ano),-1.0
ALUNO-208,2.0,D,Escola Pública,Veterano,Ágata,6450,7.0,2024-03-06 00:00:00,2024-05-07 00:00:00,2024-05-04 00:00:00,2024-05-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,8.0,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-209,1.0,N,Escola Pública,Veterano,Ametista,7167,2024-05-08 00:00:00,2024-09-07 00:00:00,2024-05-07 00:00:00,2024-02-04 00:00:00,2024-01-08 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Sim,2024-02-09 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-212,0.0,M,Escola Pública,Veterano,Ágata,5663,2024-05-09 00:00:00,2024-03-08 00:00:00,5.0,2024-03-04 00:00:00,2024-05-02 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-07-04 00:00:00,5.0,Nível 1 (4o ano),-1.0
ALUNO-213,3.0,C,Escola Pública,Veterano,Topázio,8761,2024-06-09 00:00:00,2024-04-09 00:00:00,2024-05-07 00:00:00,2024-05-07 00:00:00,2024-08-08 00:00:00,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Não,2024-09-08 00:00:00,10.0,Nível 3 (7o e 8o ano),0.0
ALUNO-217,1.0,G,Escola Pública,Veterano,Ametista,7765,2024-05-08 00:00:00,2024-08-08 00:00:00,2024-05-07 00:00:00,2024-01-07 00:00:00,2024-01-08 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,2024-04-08 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-218,0.0,T,Escola Pública,Ingressante,Topázio,8821,2024-05-09 00:00:00,10.0,2024-05-07 00:00:00,2024-09-06 00:00:00,2024-01-08 00:00:00,Promovido de Fase,Promovido de Fase,Não avaliado,Não avaliado,Sim,2024-07-09 00:00:00,10.0,ALFA  (2o e 3o ano),0.0
ALUNO-219,2.0,K,Escola Pública,Veterano,Quartzo,4176,0.0,2024-02-04 00:00:00,2024-09-06 00:00:00,2024-09-01 00:00:00,2024-01-08 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-08-04 00:00:00,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-221,3.0,A,Escola Pública,Ingressante,Quartzo,4442,2024-02-09 00:00:00,2024-08-02 00:00:00,2024-05-07 00:00:00,2024-08-01 00:00:00,2024-08-05 00:00:00,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-09-03 00:00:00,5.0,Nível 4 (9o ano),-1.0
ALUNO-225,5.0,B,Rede Decisão,Veterano,Ametista,7138,2024-03-08 00:00:00,2024-07-06 00:00:00,2024-09-06 00:00:00,6.0,2024-05-07 00:00:00,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,2024-07-06 00:00:00,10.0,Nível 5 (1o EM),0.0
ALUNO-226,2.0,G,Rede Decisão,Veterano,Quartzo,4617,0.0,2024-02-04 00:00:00,2024-06-05 00:00:00,2024-03-04 00:00:00,2024-01-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-08-05 00:00:00,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-229,0.0,Q,Escola Pública,Ingressante,Quartzo,5054,2024-05-08 00:00:00,0.0,2024-05-07 00:00:00,4.0,2024-09-06 00:00:00,Não avaliado,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-03-07 00:00:00,5.0,Nível 2 (5o e 6o ano),-2.0
ALUNO-231,7.0,A,Escola Pública,Veterano,Ametista,7698,2024-02-09 00:00:00,2024-06-08 00:00:00,2024-09-06 00:00:00,2024-04-05 00:00:00,8.0,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase + Bolsa,Não,2024-05-07 00:00:00,10.0,Nível 7 (3o EM),0.0
ALUNO-232,5.0,B,Escola Pública,Ingressante,Ametista,7331,2024-03-08 00:00:00,2024-02-07 00:00:00,2024-05-07 00:00:00,2024-07-06 00:00:00,2024-03-08 00:00:00,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase,Não,2024-02-08 00:00:00,5.0,Nível 6 (2o EM),-1.0
ALUNO-235,3.0,B,Rede Decisão,Veterano,Ametista,7544,2024-02-09 00:00:00,2024-09-06 00:00:00,2024-06-05 00:00:00,2024-06-06 00:00:00,2024-03-07 00:00:00,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,2024-01-08 00:00:00,10.0,Nível 3 (7o e 8o ano),0.0
ALUNO-238,2.0,H,Escola Pública,Veterano,Quartzo,3663,2024-05-08 00:00:00,2024-03-01 00:00:00,2024-04-04 00:00:00,2024-01-02 00:00:00,5.0,Mantido na Fase atual,Não avaliado,Não avaliado,Não avaliado,Não,2024-05-03 00:00:00,5.0,Nível 4 (9o ano),-2.0
ALUNO-240,3.0,D,Escola Pública,Ingressante,Ametista,7629,2024-08-08 00:00:00,2024-01-06 00:00:00,2024-05-07 00:00:00,2024-09-06 00:00:00,2024-03-07 00:00:00,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-04-08 00:00:00,10.0,Nível 3 (7o e 8o ano),0.0
ALUNO-241,2.0,I,Escola Pública,Veterano,Quartzo,2860,2024-09-07 00:00:00,0.4,2024-06-05 00:00:00,0.0,2024-01-04 00:00:00,Alocado em Fase anterior,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-06-02 00:00:00,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-242,2.0,I,Escola Pública,Veterano,Ágata,5833,2024-05-08 00:00:00,2024-04-05 00:00:00,2024-05-07 00:00:00,2024-09-02 00:00:00,2024-01-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-08-06 00:00:00,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-243,0.0,O,Escola Pública,Ingressante,Ágata,6354,2024-05-08 00:00:00,5.0,2024-05-07 00:00:00,2024-02-03 00:00:00,2024-05-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-08-06 00:00:00,10.0,ALFA  (2o e 3o ano),0.0
ALUNO-246,1.0,R,Escola Pública,Veterano,Ametista,7013,9.0,2024-08-08 00:00:00,2024-06-05 00:00:00,2024-06-04 00:00:00,2024-05-08 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,2024-07-07 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-247,0.0,T,Escola Pública,Ingressante,Ametista,8013,10.0,2024-03-08 00:00:00,2024-05-07 00:00:00,2024-08-06 00:00:00,2024-01-08 00:00:00,Promovido de Fase,Promovido de Fase,Não avaliado,Não avaliado,Sim,2024-07-09 00:00:00,5.0,Nível 1 (4o ano),-1.0
ALUNO-249,1.0,B,Escola Pública,Ingressante,Ágata,6025,2024-05-08 00:00:00,2024-09-07 00:00:00,2024-05-07 00:00:00,2024-01-02 00:00:00,2024-05-07 00:00:00,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-08-05 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-251,2.0,N,Escola Pública,Veterano,Ametista,7976,9.0,2024-07-06 00:00:00,2024-05-07 00:00:00,2024-03-07 00:00:00,2024-05-08 00:00:00,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-04-08 00:00:00,10.0,Nível 2 (5o e 6o ano),0.0
ALUNO-252,0.0,M,Escola Pública,Ingressante,Ametista,7473,10.0,10.0,2024-05-07 00:00:00,2024-09-05 00:00:00,2024-02-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-06-06 00:00:00,5.0,Nível 1 (4o ano),-1.0
ALUNO-258,0.0,Q,Escola Pública,Ingressante,Ágata,6283,2024-08-07 00:00:00,10.0,2024-05-07 00:00:00,2024-03-05 00:00:00,2024-05-02 00:00:00,Alocado em Fase anterior,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-08-04 00:00:00,5.0,Nível 1 (4o ano),-1.0
ALUNO-260,0.0,Q,Escola Pública,Ingressante,Ágata,6750,2024-05-09 00:00:00,2024-07-06 00:00:00,2024-05-07 00:00:00,2024-05-04 00:00:00,2024-05-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-08-07 00:00:00,5.0,Nível 1 (4o ano),-1.0
ALUNO-261,4.0,A,Escola Pública,Veterano,Ametista,6899,2024-02-09 00:00:00,2024-08-07 00:00:00,2024-05-07 00:00:00,2024-09-05 00:00:00,2024-04-08 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não,7.0,2024-05-02 00:00:00,Nível 8 (Universitários),-4.0
ALUNO-262,6.0,C,Rede Decisão,Veterano,Ametista,7903,2024-02-09 00:00:00,2024-09-06 00:00:00,2024-05-07 00:00:00,2024-07-07 00:00:00,2024-08-07 00:00:00,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não,2024-07-07 00:00:00,10.0,Nível 6 (2o EM),0.0
ALUNO-263,6.0,A,Rede Decisão,Veterano,Ametista,7694,2024-09-07 00:00:00,2024-08-07 00:00:00,2024-05-07 00:00:00,2024-05-06 00:00:00,8.0,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não,2024-05-07 00:00:00,10.0,Nível 6 (2o EM),0.0
ALUNO-266,2.0,B,Escola Pública,Veterano,Ametista,7892,9.0,2024-03-08 00:00:00,2024-03-06 00:00:00,2024-08-06 00:00:00,2024-05-07 00:00:00,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.0,10.0,Nível 2 (5o e 6o ano),0.0
ALUNO-267,4.0,G,Rede Decisão,Ingressante,Ametista,8014,2024-02-09 00:00:00,2024-09-08 00:00:00,2024-03-06 00:00:00,2024-02-08 00:00:00,2024-03-08 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não,2024-06-08 00:00:00,5.0,Nível 5 (1o EM),-1.0
ALUNO-271,3.0,J,Escola Pública,Ingressante,Ágata,6429,2024-06-09 00:00:00,5.0,2024-05-07 00:00:00,2024-03-04 00:00:00,2024-07-07 00:00:00,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-05-05 00:00:00,10.0,Nível 3 (7o e 8o ano),0.0
ALUNO-273,1.0,R,Escola Pública,Veterano,Quartzo,4125,2024-05-09 00:00:00,2024-01-02 00:00:00,2024-05-07 00:00:00,0.0,2024-03-06 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-04-04 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-274,5.0,A,Escola Pública,Veterano,Ágata,6880,2024-01-07 00:00:00,2024-08-07 00:00:00,2024-05-07 00:00:00,2024-01-06 00:00:00,2024-07-07 00:00:00,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não,2024-09-06 00:00:00,5.0,Nível 7 (3o EM),-2.0
ALUNO-275,3.0,M,Escola Pública,Veterano,Ágata,5815,2024-08-08 00:00:00,2024-08-05 00:00:00,2024-03-06 00:00:00,2024-04-03 00:00:00,2024-09-06 00:00:00,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-04-06 00:00:00,5.0,Nível 4 (9o ano),-1.0
ALUNO-277,1.0,E,Escola Pública,Veterano,Ametista,8183,2024-05-09 00:00:00,10.0,2024-05-07 00:00:00,2024-08-07 00:00:00,2024-05-08 00:00:00,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,2024-08-07 00:00:00,5.0,Nível 3 (7o e 8o ano),-2.0
ALUNO-282,5.0,B,Escola Pública,Ingressante,Topázio,8544,2024-02-09 00:00:00,2024-07-09 00:00:00,2024-05-07 00:00:00,2024-08-08 00:00:00,2024-08-08 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Sim,9.0,5.0,Nível 6 (2o EM),-1.0
ALUNO-283,5.0,A,Escola Pública,Ingressante,Topázio,8531,2024-08-08 00:00:00,2024-04-09 00:00:00,2024-05-07 00:00:00,2024-07-08 00:00:00,2024-08-08 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Sim,2024-05-09 00:00:00,5.0,Nível 6 (2o EM),-1.0
ALUNO-288,3.0,B,Rede Decisão,Veterano,Ametista,8088,2024-03-08 00:00:00,2024-05-07 00:00:00,2024-05-07 00:00:00,2024-07-07 00:00:00,2024-03-07 00:00:00,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,2024-07-08 00:00:00,10.0,Nível 3 (7o e 8o ano),0.0
ALUNO-293,5.0,F,Escola Pública,Veterano,Quartzo,3080,0.0,2024-09-03 00:00:00,0.0,0.0,2024-09-05 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,2024-05-03 00:00:00,10.0,Nível 5 (1o EM),0.0
ALUNO-294,0.0,K,Escola Pública,Ingressante,Topázio,8994,2024-05-09 00:00:00,10.0,2024-05-07 00:00:00,2024-03-07 00:00:00,2024-04-08 00:00:00,Mantido na Fase + Bolsa,Mantido na Fase + Bolsa,Não avaliado,Não avaliado,Sim,10.0,10.0,ALFA  (2o e 3o ano),0.0
ALUNO-295,1.0,A,Escola Pública,Veterano,Ágata,6771,9.0,2024-01-07 00:00:00,2024-05-07 00:00:00,2024-09-06 00:00:00,2024-05-07 00:00:00,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-03-05 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-296,2.0,B,Escola Pública,Veterano,Ametista,7221,2024-05-09 00:00:00,2024-09-07 00:00:00,2024-05-07 00:00:00,2024-06-03 00:00:00,2024-03-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-04-07 00:00:00,10.0,Nível 2 (5o e 6o ano),0.0
ALUNO-297,3.0,J,Escola Pública,Veterano,Quartzo,4894,2024-08-08 00:00:00,2024-03-03 00:00:00,2024-06-05 00:00:00,2024-08-02 00:00:00,2024-07-07 00:00:00,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Não,2024-01-06 00:00:00,2024-05-02 00:00:00,Nível 6 (2o EM),-3.0
ALUNO-301,2.0,J,Escola Pública,Veterano,Topázio,8289,9.0,2024-02-09 00:00:00,2024-05-07 00:00:00,2024-03-06 00:00:00,2024-05-08 00:00:00,Mantido na Fase + Bolsa,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-04-08 00:00:00,10.0,Nível 2 (5o e 6o ano),0.0
ALUNO-303,0.0,M,Escola Pública,Ingressante,Ametista,7767,2024-05-08 00:00:00,2024-03-08 00:00:00,2024-05-07 00:00:00,2024-08-06 00:00:00,2024-05-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.0,10.0,ALFA  (2o e 3o ano),0.0
ALUNO-305,3.0,J,Rede Decisão,Veterano,Ametista,7315,2024-09-07 00:00:00,2024-08-07 00:00:00,2024-06-05 00:00:00,2024-05-07 00:00:00,2024-05-07 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-03-08 00:00:00,5.0,Nível 4 (9o ano),-1.0
ALUNO-310,0.0,L,Escola Pública,Ingressante,Ametista,7165,9.0,2024-03-08 00:00:00,2024-05-07 00:00:00,2024-06-04 00:00:00,2024-06-06 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-03-06 00:00:00,10.0,ALFA  (2o e 3o ano),0.0
ALUNO-312,2.0,J,Rede Decisão,Veterano,Ametista,7946,9.0,2024-06-09 00:00:00,2024-04-04 00:00:00,2024-08-07 00:00:00,2024-08-08 00:00:00,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Não,2024-08-08 00:00:00,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-313,0.0,P,Escola Pública,Veterano,Ametista,7375,2024-05-09 00:00:00,2024-03-08 00:00:00,5.0,2024-03-06 00:00:00,2024-01-08 00:00:00,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-04-08 00:00:00,5.0,Nível 2 (5o e 6o ano),-2.0
ALUNO-315,5.0,A,Rede Decisão,Veterano,Topázio,8909,2024-08-08 00:00:00,2024-02-09 00:00:00,2024-05-07 00:00:00,2024-02-08 00:00:00,2024-06-08 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Sim,2024-08-09 00:00:00,10.0,Nível 4 (9o ano),1.0
ALUNO-319,2.0,B,Escola Pública,Veterano,Ametista,7821,2024-05-07 00:00:00,2024-06-09 00:00:00,2024-09-06 00:00:00,2024-02-08 00:00:00,2024-03-07 00:00:00,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,8.0,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-321,7.0,A,Rede Decisão,Veterano,Ametista,7891,2024-03-08 00:00:00,2024-05-07 00:00:00,2024-06-05 00:00:00,2024-06-07 00:00:00,2024-03-08 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não,2024-03-08 00:00:00,10.0,Nível 7 (3o EM),0.0
ALUNO-323,1.0,B,Rede Decisão,Veterano,Quartzo,4976,2024-04-07 00:00:00,2024-01-07 00:00:00,2024-04-04 00:00:00,2024-03-03 00:00:00,2024-08-03 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-03-04 00:00:00,5.0,Nível 3 (7o e 8o ano),-2.0
ALUNO-324,7.0,A,Rede Decisão,Veterano,Topázio,8252,2024-03-08 00:00:00,2024-01-08 00:00:00,2024-09-06 00:00:00,2024-09-07 00:00:00,2024-03-08 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não,2024-06-08 00:00:00,10.0,Nível 7 (3o EM),0.0
ALUNO-331,0.0,R,Escola Pública,Ingressante,Topázio,8923,9.0,10.0,2024-05-07 00:00:00,2024-03-07 00:00:00,2024-04-08 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não avaliado,Não avaliado,Sim,2024-08-09 00:00:00,10.0,ALFA  (2o e 3o ano),0.0
ALUNO-332,1.0,G,Escola Pública,Veterano,Topázio,8342,9.0,2024-06-09 00:00:00,2024-05-07 00:00:00,2024-04-07 00:00:00,2024-03-08 00:00:00,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Sim,2024-08-09 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-336,0.0,I,Escola Pública,Veterano,Ametista,7533,9.0,10.0,2024-03-06 00:00:00,2024-09-06 00:00:00,2024-05-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-09-06 00:00:00,5.0,Nível 1 (4o ano),-1.0
